"V1","Gene","A_1","B_1","vehicle_1","C_1","A_2","C_2","vehicle_2","C_3","B_2","A_3","B_3","vehicle_3"
7952,"OR2A14",28,99,23,639,57,295,37,578,49,102,189,54
7953,"RNU6-130P",0,0,0,0,0,0,0,0,0,0,5,0
7954,"LEO1",0,0,0,0,0,0,1,0,0,0,0,0
7955,"RUFY2",22,0,17,36,14,8,6,8,6,5,6,21
7956,"LINC00621",1361,778,644,1186,2037,889,762,664,781,1121,575,938
7957,"VAMP1",2667,1887,2034,2495,3853,2017,2132,1322,1646,2164,1246,2154
7958,"CPB2-AS1",2750,1830,2813,2921,4062,2782,2211,1509,2260,2067,1984,2328
7959,"S100P",6728,3496,5830,6495,9555,6053,5948,4792,5091,4809,2887,6535
7960,"DUSP6",0,0,0,7,0,3,0,8,0,0,0,1
7961,"HNRNPCP8",0,0,4,2,2,2,4,0,0,3,0,4
7962,"SCIN",4057,548,3535,2829,4346,2236,4233,2716,1462,2798,301,4365
7963,"TRBV8-2",1,0,0,0,1,3,0,2,2,3,0,0
7964,"RBM25",614,306,445,617,868,320,574,291,292,449,298,381
7965,"PTK6",1470,1032,505,932,2487,721,635,529,900,1423,807,659
7966,"B9D1",32,20,27,23,49,44,47,52,31,30,28,28
7967,"MEF2B",0,0,0,0,0,1,0,0,0,0,0,0
7968,"ZADH2",0,0,0,5,1,1,1,0,0,0,3,0
7969,"BAG4",0,0,0,0,0,0,0,0,0,0,0,0
7970,"ZNF471",334,92,184,288,525,349,135,165,161,242,133,197
7971,"IKBKB",0,0,4,0,0,0,0,0,0,0,0,0
7972,"ABHD14A",5486,2107,2597,4459,6058,4234,2886,2572,2765,3230,1893,2895
7973,"KCNK16",26,6,28,31,93,50,96,5,4,24,14,62
7974,"GPC4",1690,802,1153,879,2181,784,1088,738,871,1370,614,1079
7975,"YBX1",654,641,773,785,1090,716,824,607,828,598,803,978
7976,"UBASH3B",3546,4103,2141,3082,5783,1787,2144,1978,3565,3577,3360,2095
7977,"GJC2",0,0,0,0,0,0,0,0,0,0,0,0
7978,"DSTNP1",1,7,1,0,0,0,1,0,3,5,0,0
7979,"WDR76",3,0,11,1,3,13,25,7,5,4,2,8
7980,"RNA5SP117",41,82,25,25,48,17,32,12,41,35,46,36
7981,"TEPP",11628,3633,11557,10559,16181,12145,9528,7198,8016,6105,3851,10661
7982,"RN7SL580P",0,2,0,10,0,2,0,0,1,0,1,2
7983,"VENTXP6",0,0,0,0,0,0,0,0,0,0,0,0
7984,"TUBB8P11",0,0,0,0,0,0,0,0,0,0,0,0
7985,"C18orf25",1722,1029,952,1179,1797,1045,1466,972,1102,1458,798,1478
7986,"COLGALT2",7487,3893,4974,6076,9190,4428,5344,4240,4240,6064,2902,6910
7987,"RNU6-230P",0,0,1,2,0,0,2,0,2,0,0,0
7988,"SSRP1",1744,1262,1620,1832,1901,1433,1998,1551,1612,1192,1179,2110
7989,"GLIPR2",565,237,298,375,716,235,525,303,222,413,207,301
7990,"RN7SL628P",32,18,11,10,28,22,6,1,14,39,7,15
7991,"RNU6-845P",17,18,8,113,23,36,2,30,14,6,18,16
7992,"EPS15L1",0,1,0,1,0,0,0,5,0,0,0,0
7993,"KCTD21",2,0,0,0,0,0,0,0,0,0,0,0
7994,"MIR4750",342,299,433,248,510,226,313,314,245,308,187,289
7995,"SYTL1",113,18,417,193,73,118,247,233,7,61,7,235
7996,"TRIM51BP",164,269,135,165,260,162,100,139,284,163,253,127
7997,"ADRBK2",1061,1153,1025,1230,1681,911,1268,1070,1033,1084,882,1157
7998,"HNRNPA1P49",0,0,0,0,0,0,0,0,0,0,0,0
7999,"NUBP2",1,11,0,1,0,1,1,0,5,0,2,0
8000,"C14orf166",73,117,132,77,140,146,371,54,32,81,37,311
8001,"VPS11",0,0,0,0,0,0,0,0,0,0,0,0
8002,"RPS29P12",1,0,0,1,0,0,0,0,0,0,0,1
8003,"LSMD1",1251,953,864,945,1492,876,1028,1161,853,1024,783,863
8004,"PLXNB3",156,87,71,113,177,148,102,74,75,140,57,133
8005,"HMX3",0,1,0,0,2,0,0,0,1,0,0,2
8006,"PKMP4",0,0,0,0,0,3,5,6,0,0,0,2
8007,"CBX3P9",2,2,0,1,2,0,1,3,2,0,0,0
8008,"ADAM1B",1872,740,1538,1372,2325,1599,1704,919,724,1315,468,1616
8009,"CD300A",4,5,12,3,3,11,0,3,1,8,4,14
8010,"RCC2P4",13,10,1,17,14,15,10,10,5,1,6,3
8011,"EVPL",984,776,939,555,1495,491,917,496,816,1035,644,802
8012,"RNU1-16P",515,125,447,597,683,279,625,309,178,333,124,594
8013,"UGT1A4",19,1,29,62,52,29,50,34,7,28,3,36
8014,"DYSF",1166,236,765,1070,1323,1005,735,557,363,697,297,921
8015,"RN7SL468P",0,0,0,0,0,0,0,0,0,0,0,0
8016,"VSIG8",0,0,1,0,1,0,0,1,0,6,0,0
8017,"GPR78",1871,1742,1282,2355,2829,1286,1795,1355,1676,1527,1141,1752
8018,"NARS",0,0,0,1,1,0,0,0,0,0,0,0
8019,"CA11",109,61,23,53,45,60,44,39,67,80,91,37
8020,"ANKRD49",3,0,0,0,0,0,0,0,0,0,0,0
8021,"KCNG2",0,0,0,0,0,0,0,0,0,0,0,0
8022,"ZMPSTE24",0,0,0,0,0,0,0,0,0,0,0,0
8023,"RNU6-1227P",1583,2203,986,1034,2475,882,1264,647,1976,1565,1845,1246
8024,"MOB3B",0,0,0,0,0,0,0,0,0,0,0,0
8025,"FIGF",79,52,99,143,78,85,180,22,20,113,23,171
8026,"MIR324",0,0,0,0,0,0,0,0,0,0,0,0
8027,"RPL3P7",138,33,84,94,167,81,104,29,64,82,32,107
8028,"RPL21P133",10,14,5,16,12,5,11,5,7,10,5,11
8029,"MIR3689D2",1733,962,1155,1460,2266,1119,1393,701,784,1011,713,1124
8030,"STK19",196,146,91,114,154,95,104,73,158,119,145,100
8031,"SQLE",1061,367,664,986,1744,878,986,455,571,940,458,1180
8032,"RN7SL793P",2,1,7,1,8,8,4,0,12,0,4,10
8033,"RNU5B-6P",2689,1727,1210,2060,3109,1464,1506,845,1352,1732,1558,1466
8034,"RMDN1",5,414,1,648,4,17,11,31,16,11,608,3
8035,"SMIM11P1",62,18,17,19,51,27,18,19,19,18,23,13
8036,"RN7SKP193",0,0,0,0,0,0,0,0,0,0,0,0
8037,"CHAC1",367,126,1972,2233,910,1967,652,752,311,140,62,768
8038,"DCPS",30,21,9,27,35,32,21,9,25,9,24,24
8039,"SIGLEC28P",1,0,6,0,2,3,2,1,1,3,0,1
8040,"AMZ2",5,0,8,11,6,8,12,2,0,6,0,6
8041,"TRAV8-5",68,43,143,81,83,28,83,75,23,79,41,67
8042,"MIRLET7G",20,57,21,14,28,22,17,7,24,31,39,14
8043,"RNU7-59P",0,0,0,0,0,4,0,3,0,0,0,0
8044,"FAM58A",0,0,0,0,0,0,0,0,0,0,0,0
8045,"SNRPEP7",47,49,49,101,60,92,86,99,38,57,57,35
8046,"LACRT",1447,1365,622,1106,1445,618,440,339,703,1380,994,316
8047,"KIF9-AS1",13,4,20,0,25,0,29,3,16,29,5,21
8048,"TRIM9",8,4,9,8,24,7,9,5,17,12,12,11
8049,"RNU6-1246P",952,455,613,1232,1107,1301,706,884,576,430,410,805
8050,"PGPEP1L",743,832,1978,719,1831,650,1076,466,971,834,779,703
8051,"RNU6-537P",1,0,0,0,0,0,1,0,0,3,0,0
8052,"ARF3",5,22,11,6,14,7,16,7,4,6,16,4
8053,"FBXL13",0,0,0,0,0,0,0,0,0,0,0,0
8054,"RAI1",82,60,47,102,110,72,86,71,67,78,29,75
8055,"LMOD1",71939,64476,61954,73042,116842,72836,67366,74445,70901,54896,62806,63553
8056,"ACAD10",12,6,7,3,11,6,2,2,8,5,7,6
8057,"SLFN5",178,318,160,80,326,139,164,348,101,153,168,79
8058,"HSPD1P10",27,14,24,20,31,26,12,22,14,15,17,24
8059,"TMEM221",40,4,26,36,45,26,26,31,4,29,4,24
8060,"ZSWIM7",0,0,0,0,0,0,0,0,0,0,0,0
8061,"SEMA3A",0,0,0,0,0,0,0,1,0,0,0,0
8062,"C12orf56",11,1,27,11,46,21,10,20,8,12,2,16
8063,"WBP1",0,0,0,0,0,0,0,0,0,0,0,0
8064,"RNA5SP197",0,0,0,0,0,0,0,0,0,1,2,0
8065,"TCP10",12,0,11,5,23,8,3,9,0,1,2,13
8066,"CNOT8",10,4,9,11,23,10,7,4,2,8,3,6
8067,"RPL7P31",4,4,4,10,2,4,3,9,2,6,0,1
8068,"USP9YP36",0,0,0,0,0,0,0,0,0,0,0,0
8069,"SSBP3-AS1",28,5,27,24,37,16,27,18,3,23,16,16
8070,"EEF1A1P34",0,0,0,0,0,0,1,0,0,0,0,0
8071,"POLR2K",0,0,0,0,0,0,0,0,0,0,0,0
8072,"RPL3P10",0,0,0,0,0,0,0,0,0,0,0,0
8073,"PIP5KL1",0,0,0,0,0,0,0,0,0,0,0,0
8074,"NFYC-AS1",13,11,14,9,20,12,9,17,13,25,3,12
8075,"MYH10",8,0,11,13,22,8,9,20,2,12,2,7
8076,"TWF2",20,2,5,14,29,7,6,17,7,16,3,11
8077,"RLN2",0,0,0,0,0,0,0,0,0,0,0,0
8078,"OR11L1",33,0,20,21,33,22,19,32,0,28,0,22
8079,"GNAI3",18,7,28,16,37,32,18,38,9,22,13,15
8080,"OSBPL9",0,0,0,0,0,0,0,0,0,0,0,0
8081,"CPB2",0,0,0,0,0,0,0,0,0,0,0,0
8082,"LRRFIP1P1",26528,36838,16648,23403,37943,21090,23342,25838,22200,20144,27993,19038
8083,"ZFP92",0,0,0,0,0,0,0,0,0,0,0,0
8084,"HOTAIR",2,0,0,0,6,0,0,1,2,1,4,0
8085,"OR2L9P",0,0,0,0,0,0,0,1,0,1,0,0
8086,"CAMLG",0,0,0,0,0,0,0,0,0,0,0,0
8087,"IGLC5",30,38,25,18,77,28,12,33,41,27,40,21
8088,"C5orf54",0,0,0,0,1,0,0,0,0,0,0,0
8089,"TROAP",0,0,0,0,0,0,0,0,0,0,0,0
8090,"HMGA1P1",2,0,1,0,0,0,0,0,1,0,0,0
8091,"TMEM231",0,0,0,0,0,0,0,0,0,0,0,0
8092,"MED13L",0,0,0,0,0,0,0,0,0,0,0,0
8093,"ANKRD52",8,5,4,2,6,2,1,8,1,5,2,6
8094,"MIR3129",4,1,6,4,5,1,0,2,1,0,2,5
8095,"KLF17P1",0,0,0,0,0,0,0,0,0,0,0,0
8096,"RN7SL770P",1,0,1,0,1,0,0,1,0,0,0,0
8097,"CCNYL1",0,0,0,0,0,0,0,1,0,0,0,0
8098,"UBXN7-AS1",0,0,0,0,0,0,0,0,0,0,0,0
8099,"TNNT2",0,0,0,0,0,0,0,0,0,0,0,0
8100,"DEFA3",2330,483,1323,1692,3353,1713,1933,724,931,1714,404,2064
8101,"RN7SKP77",44,12,30,25,33,41,27,11,23,21,12,14
8102,"UBE2QL1",0,0,0,0,0,1,0,0,1,0,0,0
8103,"SLC52A3",1857,1126,1315,1432,2426,1158,1513,1494,1278,1419,948,1633
8104,"NPIPA1",2578,1473,2212,2257,3229,1972,2913,2424,1872,2066,1384,2638
8105,"AMDHD1",4276,1908,2628,3382,4960,2890,3544,2978,2389,3253,1658,4000
8106,"OR2A4",99,183,64,57,134,70,58,30,80,117,95,57
8107,"RNU6-947P",3812,1344,3138,2862,5352,3017,3739,1761,1866,3220,1091,3649
8108,"MRPL36",3169,1048,2288,3030,4147,2484,2593,1727,1717,2021,863,3103
8109,"SRPR",1305,907,464,926,1717,415,917,584,1104,1230,1053,860
8110,"RNA5SP61",0,0,0,0,0,0,0,0,0,0,0,0
8111,"SDS",3917,1525,2972,2934,3790,2932,3425,3649,2624,2276,1322,3582
8112,"TTLL6",1737,1599,1373,1546,2313,1148,1433,1332,1787,1523,1274,1522
8113,"HSPE1P14",1244,535,809,1082,1410,720,907,1309,619,993,423,779
8114,"C10orf115",2533,1547,1652,1809,3490,1934,2361,2479,1750,1974,1402,2332
8115,"ZDHHC19",1,0,2,0,0,4,1,6,0,3,0,1
8116,"RNU6-28P",3,0,0,0,0,0,0,0,0,0,0,0
8117,"RNU6-1251P",1,0,0,0,2,0,0,0,0,0,0,0
8118,"PPP1R1A",118,34,90,121,144,98,75,106,69,54,30,110
8119,"HAP1",2619,3095,1916,1915,4175,1552,1560,895,4113,1556,2021,1886
8120,"PCDHGA8",27344,15604,25018,22249,32043,18923,22679,21027,18142,22004,12959,22283
8121,"IGHV3-49",81,20,153,70,64,53,105,17,20,74,8,73
8122,"STAC2",254,85,181,190,321,221,270,200,145,173,80,251
8123,"VIPR1",815,380,1306,1052,1923,1481,735,766,581,440,350,774
8124,"RNU6-79P",161,98,177,326,205,131,285,169,100,168,67,185
8125,"MSC",613,2142,708,5922,2292,4609,564,3252,2165,481,1120,1055
8126,"HLA-DQA1",104,20,61,99,93,88,55,62,29,64,8,68
8127,"RNY4P22",0,0,0,7,6,0,60,0,0,0,2,12
8128,"PNMA6C",6,419,5,385,27,37,1,80,38,4,69,9
8129,"COMMD5",0,1,10,0,3,7,11,8,1,2,0,3
8130,"LENG8",2529,647,1783,1556,2951,1613,1357,1366,1054,1649,609,1562
8131,"CCDC117",49,5,120,63,10,113,23,68,14,10,5,40
8132,"FAM58BP",341,414,289,336,451,200,359,252,409,355,395,370
8133,"MUC17",277,171,339,374,399,273,472,396,245,246,145,374
8134,"VWA3A",5854,2542,5379,3924,8414,4329,5813,3625,3453,4373,2003,4806
8135,"TRGV4",2214,1134,2157,2579,3553,2232,2633,2338,1449,1789,931,2742
8136,"ATP13A3",15,28,38,78,20,28,49,35,33,20,60,28
8137,"C1orf110",0,0,0,0,0,0,1,0,0,0,0,0
8138,"GON4L",34978,22551,20823,38424,41673,20067,19303,30819,27797,22580,24019,20168
8139,"FXYD5",5,133,9,27,29,9,8,8,37,12,97,15
8140,"ADAM21P1",404,2811,838,1786,565,581,310,960,1177,547,1380,183
8141,"GOT2P5",173,5,155,83,387,125,324,178,61,198,13,298
8142,"TREM2",0,0,0,0,0,0,0,0,0,0,0,0
8143,"NCOA2",0,0,0,0,0,0,0,0,0,0,0,0
8144,"RFWD3",0,0,0,0,0,0,0,0,0,0,0,0
8145,"LINC00086",0,0,0,0,0,0,0,0,0,0,0,0
8146,"LSM5",4,14,3,59,4,17,5,2,20,2,11,3
8147,"MIR1178",71,21,12,66,64,25,17,48,10,57,16,47
8148,"DROSHA",3929,1323,1704,2642,5182,2213,2221,1245,1517,2656,1072,2762
8149,"NPM1P33",10,2,52,43,58,93,28,14,9,18,10,24
8150,"C10orf71-AS1",4227,1110,2744,3796,5871,3258,4013,2319,1682,2596,1006,3686
8151,"MIR767",0,0,0,0,0,0,0,0,0,0,0,0
8152,"ZNF883",2823,2610,3559,7382,4087,4150,4548,3230,5482,2227,1950,4178
8153,"REC8",0,0,0,0,0,0,0,0,0,0,0,0
8154,"RAB30-AS1",0,1,0,0,4,2,0,0,0,0,1,0
8155,"RNU6-506P",9,0,8,9,19,13,26,7,10,7,3,24
8156,"RN7SL627P",611,548,338,544,808,297,452,368,459,617,483,410
8157,"GRAMD2",1517,789,1035,1726,2151,2294,730,888,950,737,506,974
8158,"PABPC1P9",275,99,193,379,358,239,151,203,150,140,90,272
8159,"KRT18P20",4004,853,2928,3817,4546,2898,4139,2119,1271,2120,689,3789
8160,"KRT12",436,57,357,385,630,513,220,261,218,224,77,259
8161,"LPCAT2BP",200,99,423,824,395,508,221,231,166,137,69,302
8162,"CCDC166",22,22,84,88,32,133,80,41,30,3,16,90
8163,"FABP5P6",3133,2589,2481,2900,3915,2664,2729,1933,2840,2370,2286,2938
8164,"FOXB2",0,0,0,0,0,0,0,0,0,0,0,0
8165,"BANK1",1287,238,1155,1099,1702,844,1530,688,370,775,204,1112
8166,"TUBG1",6550,3309,4662,6172,9173,5087,5949,3742,3544,4723,2357,5619
8167,"C17orf99",8124,1995,4540,8158,10957,7388,7482,4662,3001,5259,1615,6972
8168,"PAICSP7",0,0,0,0,0,3,0,0,0,0,0,0
8169,"C1orf204",0,0,0,0,0,0,0,0,0,0,0,0
8170,"PMF1",2559,2120,1863,2084,3265,1704,2519,2708,2039,1916,1766,2331
8171,"SIPA1L3",13038,7471,17779,14779,18068,10550,34080,15413,8423,13596,9887,25631
8172,"RPRD2",7362,4847,3901,9169,9342,5634,5360,5304,5773,4721,3539,5667
8173,"HPRT1",3129,1137,1367,2215,4174,1935,1612,999,1356,2453,1222,1694
8174,"CCNO",186,81,301,203,506,347,304,95,100,117,23,287
8175,"HCAR1",2,0,0,0,0,4,0,0,1,2,0,0
8176,"OR7E157P",0,0,0,0,0,0,0,0,0,0,0,0
8177,"SNRPGP15",6505,6192,5614,5784,9891,4326,6227,7140,5687,5661,5011,5404
8178,"RN7SL244P",979,627,439,754,1564,654,498,593,559,923,584,493
8179,"BBS5",6297,3919,4750,5646,8801,4842,5126,6053,4803,4859,3930,4579
8180,"TVP23BP1",0,0,0,3,0,0,0,0,0,0,0,0
8181,"KRTAP5-5",745,232,909,544,1000,575,430,294,407,679,161,332
8182,"SNORA2A",47,3,20,19,26,17,37,19,5,22,8,36
8183,"POU3F1",730,264,418,534,854,478,546,312,232,473,184,548
8184,"TRIM60P13",720,254,705,800,929,671,797,615,317,500,225,747
8185,"TBL1X",66,75,106,43,65,34,44,39,73,51,53,43
8186,"OPALIN",1088,953,749,716,1401,637,683,573,885,869,798,555
8187,"SLC22A8",0,0,0,0,0,0,0,0,0,0,0,0
8188,"RN7SL201P",792,358,2038,922,1311,933,737,479,613,412,379,474
8189,"MLH1",1,0,4,10,0,88,21,4,0,11,15,29
8190,"RN7SL801P",0,1,0,5,0,0,0,0,0,0,1,0
8191,"VWA9",0,0,0,0,0,0,0,3,0,0,0,0
8192,"RN7SL543P",0,0,0,0,0,0,0,0,0,0,0,0
8193,"2-Mar",0,0,0,0,0,0,0,0,0,0,0,0
8194,"BCRP2",1,1,2,0,2,1,3,0,0,0,0,1
8195,"RNU6-12P",918,589,458,777,1277,462,716,512,609,845,529,697
8196,"DTX2P1",219,1496,98,231,412,180,131,203,656,196,1122,143
8197,"RPS2P5",0,1,1,1,0,1,0,0,0,0,0,0
8198,"RNU6-99P",0,0,6,0,0,0,3,0,1,2,0,3
8199,"PCED1A",3,0,1,3,0,1,0,1,4,3,1,1
8200,"RPS20P10",0,0,0,0,0,0,0,0,0,2,0,0
8201,"PHBP13",10,26,6,82,44,17,4,22,20,16,17,7
8202,"SLC52A2",4,0,5,3,6,7,25,8,0,2,0,13
8203,"CRK",0,0,0,1,0,0,0,0,0,0,0,0
8204,"CADM2",2,1,0,3,2,0,2,1,5,2,0,2
8205,"RNA5SP128",0,0,0,0,0,0,0,0,0,0,0,0
8206,"AMBN",0,1,0,0,0,0,0,0,0,0,0,0
8207,"BCAN",0,0,0,4,3,5,2,2,2,1,0,2
8208,"CAP2",0,0,0,0,0,0,0,0,0,0,0,0
8209,"RNU6-931P",624,282,695,775,1225,746,694,645,511,655,511,646
8210,"SPCS2P3",435,1037,778,1332,1358,992,422,710,647,255,713,489
8211,"SLC2A1",117,473,257,471,280,281,208,256,328,71,585,231
8212,"HIGD1AP12",2898,3147,3425,2894,3521,2552,4262,3941,3270,2203,3668,3626
8213,"CD177",47,57,37,39,40,30,31,28,46,62,28,19
8214,"PPIL4",0,0,0,0,0,0,0,0,0,0,0,0
8215,"OR7E10P",0,0,0,0,0,0,0,0,0,0,0,0
8216,"TNFRSF10D",0,0,0,0,0,0,0,0,0,0,0,0
8217,"LDB1",0,0,0,0,0,0,0,0,0,0,0,0
8218,"MIR4473",0,0,0,0,0,0,0,0,0,0,0,0
8219,"LINC01038",0,0,0,0,0,0,0,0,0,0,0,0
8220,"PAPSS1",0,0,0,0,0,0,0,0,0,0,0,0
8221,"RNU6-256P",0,0,0,0,0,0,0,0,0,0,0,0
8222,"GLUD1P3",0,0,0,0,0,0,0,0,0,0,0,0
8223,"RPL36P1",0,0,0,0,0,0,0,0,0,0,0,0
8224,"FBXL16",0,0,0,0,0,0,0,0,0,0,0,0
8225,"CHST6",0,0,0,0,0,0,0,0,0,0,0,0
8226,"TRMT10A",0,0,0,0,0,0,0,0,0,0,0,0
8227,"TMC2",0,0,0,0,2,0,0,0,0,0,0,0
8228,"FOLR2",0,0,0,0,0,0,0,0,0,0,0,0
8229,"RNU4-75P",0,1,0,0,0,0,0,0,0,0,0,0
8230,"CACNG6",0,1,0,0,0,0,0,0,0,0,0,0
8231,"VWA1",4920,4590,3796,5732,6396,4296,5016,2556,5746,3360,4632,5662
8232,"SUMF1",104,16,136,57,89,54,167,57,30,57,24,112
8233,"NFU1P1",0,0,0,0,2,0,0,0,7,0,0,4
8234,"MLXIPL",93,38,87,97,202,116,388,2,183,101,80,350
8235,"SOGA1",0,0,0,0,0,0,0,0,0,0,0,0
8236,"RBM22P9",27,8,73,30,34,19,40,45,11,33,2,18
8237,"RNU6-1266P",444,142,140,366,567,235,388,244,170,268,123,351
8238,"RPL37",6793,11638,4277,7512,9826,4550,6053,6137,9385,5571,9486,6281
8239,"ATP5JP1",405,253,528,863,654,730,729,423,556,246,320,714
8240,"RNF122",1216,669,814,1243,2061,938,967,1215,950,1153,632,1200
8241,"GAPDHP31",1759,4054,288,1037,2174,518,636,905,2530,1880,3137,621
8242,"GAPDHP27",3687,1998,2573,4069,5156,3396,3475,2807,2814,2746,1850,3614
8243,"EXOSC3P2",6877,1384,3096,5963,9390,4515,5223,3583,2912,4498,1503,5629
8244,"RNA5SP157",7869,1929,3221,5122,9517,6375,5080,3800,2729,5188,1902,6484
8245,"TCHP",2603,957,1090,1825,2868,1311,1259,1278,1268,1754,685,1389
8246,"MIR4686",66,322,24,60,90,60,27,42,93,35,189,33
8247,"RN7SL151P",609,60,436,589,798,448,442,337,130,380,74,390
8248,"LMTK2",941,135,1294,657,1403,678,1691,707,565,603,120,1494
8249,"ZNF878",7,3,2,1,14,0,1,3,2,3,5,0
8250,"F11R",49,11,35,21,74,11,19,14,47,46,34,35
8251,"RN7SL1",2913,284,2258,2592,4349,2505,2570,2064,1189,1458,346,2577
8252,"PAGE4",8177,4118,5208,7915,10584,6310,8227,5099,5039,5798,3390,8463
8253,"FAM206BP",2433,1086,1211,2606,3342,1991,1766,1313,1259,1499,750,2025
8254,"LINC00907",636,412,352,714,384,389,230,294,260,445,231,424
8255,"ALDH1A1",199,2,39,51,48,26,18,138,33,11,9,388
8256,"GRM3",15667,3163,10291,13897,22668,8580,11842,11869,5135,11253,2711,15761
8257,"MED15P4",13700,3649,12093,16053,17478,11544,9807,11155,5646,9733,3539,12040
8258,"OPTN",1452,279,233,589,606,201,601,547,302,908,348,848
8259,"RN7SL141P",0,0,0,2,0,0,0,0,0,0,1,0
8260,"PLOD2",0,0,1,0,0,0,0,0,2,0,0,0
8261,"RNA5SP267",57,16,62,50,65,33,36,108,48,78,30,30
8262,"FABP5",0,0,0,0,0,0,0,0,0,0,0,0
8263,"RNU6-383P",0,0,0,0,0,0,0,0,0,0,0,0
8264,"TUBB4BP1",0,1,21,9,0,22,19,5,4,3,4,11
8265,"RNU7-72P",0,1,12,1,3,0,4,0,0,0,2,2
8266,"LRCOL1",932,954,689,710,1105,485,575,673,796,883,577,509
8267,"RNU2-37P",1139,2547,968,1323,1736,1033,1226,1033,2611,1047,2498,1155
8268,"PDE7B",0,0,0,0,0,0,0,0,0,0,0,0
8269,"IGLCOR22-1",1665,1221,1775,1936,2755,1329,1326,1177,1198,1579,1115,1094
8270,"TIGD7",23062,9870,14675,17835,33594,16329,18777,13167,11508,15978,6959,21151
8271,"RNU5B-1",1142,591,576,839,1276,523,677,571,725,913,512,957
8272,"LINC00483",0,0,0,0,0,0,0,0,0,0,0,0
8273,"KRT18P21",187340,52056,223521,152421,369227,196679,152133,135990,134945,97930,50224,161389
8274,"PAPD4",243,33,117,110,207,106,87,103,86,139,50,208
8275,"MIR720",0,0,2,0,1,0,0,0,0,0,4,0
8276,"NDUFAF4P4",0,0,0,1,1,0,0,1,0,0,0,2
8277,"RTP2",0,0,0,2,0,0,0,0,0,0,0,0
8278,"SNORD115-22",0,0,0,0,0,0,0,0,0,0,0,0
8279,"TMEM210",0,0,0,1,0,1,0,0,0,0,0,0
8280,"SH3RF1",25,6,19,17,42,34,21,17,6,14,0,14
8281,"HSPH1",1,0,0,2,3,0,1,0,0,0,0,3
8282,"PVR",26,20,54,22,29,25,14,13,20,29,18,21
8283,"ROMO1",1,0,0,3,2,0,0,0,0,3,0,0
8284,"GDF5",2,0,1,6,3,0,1,6,0,0,0,1
8285,"CAHM",4,0,0,0,3,0,1,8,0,2,1,1
8286,"DHX40P1",11,0,9,8,23,15,4,7,3,5,1,7
8287,"CERS1",20,0,0,0,7,0,0,1,0,4,0,1
8288,"TRIM63",2,0,2,1,2,1,0,1,1,2,0,3
8289,"SUCLA2P3",1,1,1,0,7,1,5,0,0,1,0,2
8290,"NANOGP2",1,0,0,1,2,0,1,0,0,0,0,0
8291,"CXADRP3",3,0,6,0,5,1,2,1,0,2,0,3
8292,"KRTAP6-2",3,0,3,6,0,5,0,0,0,0,0,0
8293,"SLC32A1",2,1,5,0,8,0,3,0,0,1,0,1
8294,"RNU6-1116P",0,0,0,0,0,0,0,0,0,0,0,0
8295,"NEK3",0,0,0,0,0,1,0,0,0,0,0,0
8296,"ZNF192P1",10,0,10,11,15,5,5,3,4,4,0,8
8297,"RNU4-66P",16,1,27,11,37,20,10,16,0,11,4,27
8298,"RBM4",0,0,0,0,1,0,0,0,0,0,0,0
8299,"FRMD8",12,2,14,15,50,23,10,23,3,12,1,10
8300,"TERC",2,0,2,0,5,1,0,0,0,0,0,1
8301,"PCDH9-AS2",1,0,0,0,2,0,1,0,0,0,0,0
8302,"FGD5P1",36,4,18,9,18,25,5,29,10,16,7,32
8303,"MIR643",1,0,0,0,1,0,0,0,1,1,0,0
8304,"CD1E",1,0,3,3,5,3,5,2,0,0,0,3
8305,"RPL30P6",1,0,0,0,8,0,0,0,0,2,0,1
8306,"RNU6-442P",0,0,0,0,1,0,0,0,0,0,0,2
8307,"RN7SL598P",0,0,0,0,0,0,0,0,0,0,0,0
8308,"ZCCHC6",0,0,0,0,0,0,0,0,0,0,0,1
8309,"IGLV2-34",8,4,4,3,7,6,4,1,2,2,1,11
8310,"RN7SL757P",0,2,0,0,0,0,2,0,0,0,0,0
8311,"OR8B4",0,0,0,0,0,0,0,0,0,0,0,0
8312,"MXRA5",0,0,0,0,0,2,0,1,0,0,0,0
8313,"LINC00663",9,2,8,6,14,9,3,4,2,2,2,2
8314,"OR2J2",0,0,0,0,0,0,0,0,0,0,0,0
8315,"RNU4-81P",0,0,0,0,0,0,0,0,0,0,0,0
8316,"SEMA5B",12,0,17,14,12,22,11,7,3,10,0,9
8317,"MORF4L1P4",31,4,26,11,22,22,14,15,11,13,5,20
8318,"KRT18P54",81,9,72,47,114,42,37,46,11,29,4,39
8319,"VGF",148,21,90,68,135,69,82,90,31,110,39,70
8320,"EIF3F",14,26,23,33,75,13,12,14,5,4,0,17
8321,"SLC43A3",64,5,64,43,124,49,45,55,17,41,12,49
8322,"RNU7-11P",33,5,38,30,57,39,22,21,10,24,2,37
8323,"PEX13",114,12,67,78,163,95,58,55,23,65,9,97
8324,"RNA5SP318",5,4,3,2,13,3,4,3,2,1,1,4
8325,"MTG1",1,0,8,6,6,1,0,4,0,3,0,5
8326,"RNF212",16,10,17,6,26,17,11,14,2,10,4,7
8327,"RNU6-437P",66,5,56,54,97,26,46,69,17,55,10,42
8328,"CORO1B",20,5,30,25,60,24,11,16,5,24,1,22
8329,"RNU6-415P",26,5,30,14,62,26,17,10,18,16,1,21
