,model_name,agent,TGI,tumor_type
566,CTG-0282,Nab-paclitaxel,173,Pancreatic
567,CTG-0283,Erlotinib,47,Pancreatic
568,CTG-0283,Gemcitabine,66,Pancreatic
569,CTG-0284,Erlotinib,49,Pancreatic
570,CTG-0284,Gemcitabine,100,Pancreatic
571,CTG-0284,Gemcitabine,129,Pancreatic
572,CTG-0284,Gemcitabine,154,Pancreatic
573,CTG-0284,Nab-paclitaxel,154,Pancreatic
574,CTG-0285,Erlotinib,0,Pancreatic
575,CTG-0285,Gemcitabine,134,Pancreatic
576,CTG-0286,Erlotinib,0,Pancreatic
577,CTG-0286,Gemcitabine,71,Pancreatic
578,CTG-0286,Gemcitabine,58,Pancreatic
579,CTG-0286,Nab-paclitaxel,58,Pancreatic
580,CTG-0287,Erlotinib,70,Pancreatic
581,CTG-0287,Gemcitabine,111,Pancreatic
582,CTG-0287,Gemcitabine,76,Pancreatic
583,CTG-0287,Nab-paclitaxel,76,Pancreatic
584,CTG-0288,Erlotinib,22,Pancreatic
585,CTG-0288,Gemcitabine,70,Pancreatic
586,CTG-0288,Gemcitabine,48,Pancreatic
587,CTG-0288,Nab-paclitaxel,48,Pancreatic
588,CTG-0289,Carboplatin,64,Pancreatic
589,CTG-0289,Paclitaxel,64,Pancreatic
590,CTG-0289,Docetaxel,84,Pancreatic
591,CTG-0289,Erlotinib,27,Pancreatic
592,CTG-0289,Erlotinib,43,Pancreatic
593,CTG-0289,Gemcitabine,60,Pancreatic
594,CTG-0289,Gemcitabine,74,Pancreatic
595,CTG-0289,Gemcitabine,78,Pancreatic
596,CTG-0289,Gemcitabine,58,Pancreatic
597,CTG-0289,Nab-paclitaxel,58,Pancreatic
598,CTG-0289,Itraconazole,19,Pancreatic
599,CTG-0289,Itraconazole,33,Pancreatic
600,CTG-0289,Paclitaxel,3,Pancreatic
601,CTG-0289,Paclitaxel,75,Pancreatic
602,CTG-0289,Paclitaxel,83,Pancreatic
603,CTG-0289,Paclitaxel,87,Pancreatic
604,CTG-0290,Erlotinib,32,Pancreatic
605,CTG-0290,Erlotinib,41,Pancreatic
606,CTG-0290,Gemcitabine,59,Pancreatic
607,CTG-0290,Gemcitabine,172,Pancreatic
608,CTG-0290,Nab-paclitaxel,172,Pancreatic
609,CTG-0291,Erlotinib,29,Pancreatic
610,CTG-0291,Gemcitabine,53,Pancreatic
611,CTG-0291,Gemcitabine,-18,Pancreatic
612,CTG-0291,Nab-paclitaxel,-18,Pancreatic
613,CTG-0292,Erlotinib,44,Pancreatic
614,CTG-0292,Gemcitabine,52,Pancreatic
615,CTG-0292,Gemcitabine,13,Pancreatic
616,CTG-0292,Nab-paclitaxel,13,Pancreatic
617,CTG-0293,Erlotinib,0,Pancreatic
618,CTG-0293,Gemcitabine,60,Pancreatic
619,CTG-0293,Gemcitabine,77,Pancreatic
620,CTG-0293,Gemcitabine,57,Pancreatic
621,CTG-0293,Gemcitabine,78,Pancreatic
622,CTG-0293,Nab-paclitaxel,57,Pancreatic
623,CTG-0293,Nab-paclitaxel,78,Pancreatic
624,CTG-0293,Paclitaxel,12,Pancreatic
625,CTG-0293,Paclitaxel,67,Pancreatic
626,CTG-0295,Erlotinib,88,Pancreatic
627,CTG-0295,Gemcitabine,98,Pancreatic
628,CTG-0295,Gemcitabine,72,Pancreatic
629,CTG-0295,Nab-paclitaxel,72,Pancreatic
630,CTG-0296,Gemcitabine,100,Pancreatic
631,CTG-0296,Paclitaxel,51,Pancreatic
632,CTG-0298,Gemcitabine,147,Pancreatic
633,CTG-0298,Nab-paclitaxel,147,Pancreatic
634,CTG-0298,Paclitaxel,63,Pancreatic
635,CTG-0299,Erlotinib,18,Pancreatic
636,CTG-0299,Erlotinib,180,Pancreatic
637,CTG-0299,Gemcitabine,99,Pancreatic
638,CTG-0299,Gemcitabine,227,Pancreatic
639,CTG-0299,Gemcitabine,-33,Pancreatic
640,CTG-0299,Nab-paclitaxel,-33,Pancreatic
641,CTG-0300,Gemcitabine,100,Pancreatic
642,CTG-0300,Gemcitabine,76,Pancreatic
643,CTG-0300,Nab-paclitaxel,76,Pancreatic
644,CTG-0301,Gemcitabine,89,Pancreatic
645,CTG-0301,Gemcitabine,72,Pancreatic
646,CTG-0301,Nab-paclitaxel,72,Pancreatic
647,CTG-0302,Gemcitabine,81,Pancreatic
648,CTG-0302,Gemcitabine,20,Pancreatic
649,CTG-0302,Nab-paclitaxel,20,Pancreatic
650,CTG-0303,Gemcitabine,40,Pancreatic
651,CTG-0305,Erlotinib,24,Pancreatic
652,CTG-0305,Gemcitabine,99,Pancreatic
653,CTG-0306,Erlotinib,55,Pancreatic
654,CTG-0306,Gemcitabine,84,Pancreatic
655,CTG-0306,Gemcitabine,87,Pancreatic
656,CTG-0307,Paclitaxel,103,Pancreatic
657,CTG-0309,Erlotinib,103,Pancreatic
658,CTG-0309,Gemcitabine,100,Pancreatic
659,CTG-0309,Gemcitabine,119,Pancreatic
660,CTG-0314,Docetaxel,48,Pancreatic
661,CTG-0314,Erlotinib,29,Pancreatic
662,CTG-0314,Gemcitabine,25,Pancreatic
663,CTG-0314,Gemcitabine,56,Pancreatic
664,CTG-0314,Gemcitabine,58,Pancreatic
665,CTG-0314,Gemcitabine,-27,Pancreatic
666,CTG-0314,Nab-paclitaxel,-27,Pancreatic
667,CTG-0329,Cisplatin,18,Sarcoma
668,CTG-0329,Cisplatin,24,Sarcoma
669,CTG-0329,Vinorelbine,24,Sarcoma
670,CTG-0329,Doxorubicin,47,Sarcoma
671,CTG-0329,Gemcitabine,54,Sarcoma
672,CTG-0329,Methotrexate,11,Sarcoma
673,CTG-0329,Paclitaxel,11,Sarcoma
674,CTG-0329,Sorafenib,54,Sarcoma
675,CTG-0329,Sunitinib,97,Sarcoma
676,CTG-0329,Vincristine,24,Sarcoma
677,CTG-0331,Doxorubicin,88,Sarcoma
678,CTG-0331,Doxorubicin,95,Sarcoma
679,CTG-0331,Eribulin,176,Sarcoma
680,CTG-0331,Evofosfamide,36,Sarcoma
681,CTG-0331,Evofosfamide,158,Sarcoma
682,CTG-0331,Ifosfamide,158,Sarcoma
683,CTG-0331,Ifosfamide,11,Sarcoma
684,CTG-0331,Ifosfamide,185,Sarcoma
685,CTG-0331,Irinotecan,35,Sarcoma
686,CTG-0331,Vincristine,74,Sarcoma
687,CTG-0353,Erlotinib,59,Gastric
688,CTG-0353,Sunitinib,93,Gastric
689,CTG-0356,Cetuximab,98,Colorectal
690,CTG-0356,Irinotecan,86,Colorectal
691,CTG-0356,Paclitaxel,28,Colorectal
692,CTG-0359,5-Fluorouracil,-10,Colorectal
693,CTG-0359,Irinotecan,86,Colorectal
694,CTG-0359,Oxaliplatin,28,Colorectal
695,CTG-0360,5-Fluorouracil,-42,Colorectal
696,CTG-0360,Cetuximab,-28,Colorectal
697,CTG-0360,Irinotecan,30,Colorectal
698,CTG-0360,Irinotecan,110,Colorectal
699,CTG-0360,Irinotecan,33,Colorectal
700,CTG-0360,Oxaliplatin,33,Colorectal
701,CTG-0360,Oxaliplatin,7,Colorectal
702,CTG-0370,Sorafenib,53,Hepatocellular carcinoma
703,CTG-0374,Cetuximab,61,Colorectal
704,CTG-0379,5-Fluorouracil,0,Colorectal
705,CTG-0379,Irinotecan,105,Colorectal
706,CTG-0379,Oxaliplatin,10,Colorectal
707,CTG-0381,Erlotinib,32,Pancreatic
708,CTG-0381,Gemcitabine,82,Pancreatic
709,CTG-0381,Paclitaxel,-24,Pancreatic
710,CTG-0399,Cisplatin,103,Cholangiocarcinoma
711,CTG-0399,Gemcitabine,102,Cholangiocarcinoma
712,CTG-0401,Cetuximab,-49,Colorectal
713,CTG-0401,Irinotecan,35,Colorectal
714,CTG-0401,Irinotecan,37,Colorectal
715,CTG-0401,Oxaliplatin,49,Colorectal
716,CTG-0406,Gemcitabine,69,Colorectal
717,CTG-0410,Liposomal doxorubicin,19,Hepatocellular carcinoma
718,CTG-0410,Liposomal doxorubicin,40,Hepatocellular carcinoma
719,CTG-0410,Regorafenib,65,Hepatocellular carcinoma
720,CTG-0410,Sorafenib,36,Hepatocellular carcinoma
721,CTG-0411,Erlotinib,24,Pancreatic
722,CTG-0411,Gemcitabine,114,Pancreatic
723,CTG-0434,Cetuximab,149,Head and neck
724,CTG-0434,Cisplatin,-62,Head and neck
725,CTG-0434,Cetuximab,144,Head and neck
726,CTG-0434,Cisplatin,144,Head and neck
727,CTG-0435,Temozolomide,28,Melanoma
728,CTG-0435,Vemurafenib,24,Melanoma
729,CTG-0436,Temozolomide,140,Melanoma
730,CTG-0436,Vemurafenib,-14,Melanoma
731,CTG-0437,Carboplatin,51,Breast
732,CTG-0437,Paclitaxel,51,Breast
733,CTG-0437,Cetuximab,26,Breast
734,CTG-0437,Cetuximab,54,Breast
735,CTG-0437,Cisplatin,21,Breast
736,CTG-0437,Cisplatin,38,Breast
737,CTG-0437,Docetaxel,16,Breast
738,CTG-0437,Docetaxel,13,Breast
739,CTG-0437,Erlotinib,13,Breast
740,CTG-0437,Gemcitabine,45,Breast
741,CTG-0437,Paclitaxel,33,Breast
742,CTG-0437,Palbociclib,11,Breast
743,CTG-0440,Cetuximab,15,Colorectal
744,CTG-0440,Irinotecan,32,Colorectal
745,CTG-0440,Oxaliplatin,32,Colorectal
746,CTG-0449,Temozolomide,89,Melanoma
747,CTG-0449,Vemurafenib,-3,Melanoma
748,CTG-0456,Temozolomide,40,Melanoma
749,CTG-0456,Vemurafenib,75,Melanoma
750,CTG-0462,Cetuximab,69,Head and neck
751,CTG-0462,Cisplatin,36,Head and neck
752,CTG-0462,Cisplatin,77,Head and neck
753,CTG-0462,Cetuximab,-20,Head and neck
754,CTG-0462,Cisplatin,-20,Head and neck
755,CTG-0464,Trametinib,19,NSCLC
756,CTG-0473,Paclitaxel,48,Breast
757,CTG-0486,Carboplatin,28,Ovarian
758,CTG-0486,Carboplatin,36,Ovarian
759,CTG-0486,Carboplatin,44,Ovarian
760,CTG-0486,Carboplatin,58,Ovarian
761,CTG-0486,Docetaxel,58,Ovarian
762,CTG-0486,Carboplatin,87,Ovarian
763,CTG-0486,Carboplatin,92,Ovarian
764,CTG-0486,Paclitaxel,87,Ovarian
765,CTG-0486,Paclitaxel,92,Ovarian
766,CTG-0486,Cisplatin,27,Ovarian
767,CTG-0486,Liposomal doxorubicin,10,Ovarian
768,CTG-0486,Liposomal doxorubicin,12,Ovarian
769,CTG-0486,Olaparib,43,Ovarian
770,CTG-0486,Olaparib,46,Ovarian
771,CTG-0486,Olaparib,56,Ovarian
772,CTG-0486,Paclitaxel,34,Ovarian
773,CTG-0492,Docetaxel,134,Pancreatic
774,CTG-0492,Erlotinib,2,Pancreatic
775,CTG-0492,Gemcitabine,55,Pancreatic
776,CTG-0492,Gemcitabine,65,Pancreatic
777,CTG-0492,Gemcitabine,114,Pancreatic
778,CTG-0492,Gemcitabine,81,Pancreatic
779,CTG-0492,Nab-paclitaxel,81,Pancreatic
780,CTG-0493,Capecitabine,84,Esophageal
781,CTG-0493,Oxaliplatin,84,Esophageal
782,CTG-0493,Bevacizumab,86,Esophageal
783,CTG-0493,Gemcitabine,86,Esophageal
784,CTG-0493,Sorafenib,86,Esophageal
785,CTG-0493,Gemcitabine,55,Esophageal
786,CTG-0493,Sunitinib,55,Esophageal
787,CTG-0493,Bevacizumab,100,Esophageal
788,CTG-0493,Cetuximab,100,Esophageal
789,CTG-0493,Irinotecan,100,Esophageal
790,CTG-0493,Lapatinib,26,Esophageal
791,CTG-0493,Bevacizumab,93,Esophageal
792,CTG-0493,Mitomycin C,93,Esophageal
793,CTG-0493,Bevacizumab,86,Esophageal
794,CTG-0493,Sorafenib,86,Esophageal
795,CTG-0493,Sunitinib,59,Esophageal
796,CTG-0493,Nab-paclitaxel,0,Esophageal
797,CTG-0493,Sunitinib,0,Esophageal
798,CTG-0496,Bevacizumab,12,Duodenal
799,CTG-0496,Capecitabine,96,Duodenal
800,CTG-0496,Lapatinib,96,Duodenal
801,CTG-0496,Cetuximab,11,Duodenal
802,CTG-0496,Irinotecan,68,Duodenal
803,CTG-0496,Bevacizumab,72,Duodenal
804,CTG-0496,Irinotecan,72,Duodenal
805,CTG-0496,Cetuximab,71,Duodenal
806,CTG-0496,Irinotecan,71,Duodenal
807,CTG-0496,Ixabepilone,12,Duodenal
808,CTG-0496,Mitomycin C,79,Duodenal
809,CTG-0496,Nab-paclitaxel,100,Duodenal
810,CTG-0496,Regorafenib,67,Duodenal
811,CTG-0496,Sorafenib,38,Duodenal
812,CTG-0496,Sorafenib,62,Duodenal
813,CTG-0496,Temsirolimus,62,Duodenal
814,CTG-0496,Sunitinib,68,Duodenal
815,CTG-0496,Temsirolimus,50,Duodenal
816,CTG-0496,Vorinostat,12,Duodenal
817,CTG-0496,Bevacizumab,12,Duodenal
818,CTG-0496,Bevacizumab,65,Duodenal
819,CTG-0496,Bevacizumab,69,Duodenal
820,CTG-0496,Ixabepilone,12,Duodenal
821,CTG-0496,Ixabepilone,65,Duodenal
822,CTG-0496,Ixabepilone,69,Duodenal
823,CTG-0496,Vorinostat,12,Duodenal
824,CTG-0496,Vorinostat,65,Duodenal
825,CTG-0496,Vorinostat,69,Duodenal
826,CTG-0500,Temozolomide,81,Melanoma
827,CTG-0500,Vemurafenib,-23,Melanoma
828,CTG-0500,Vemurafenib,0,Melanoma
829,CTG-0500,Vemurafenib,9,Melanoma
830,CTG-0500,Vemurafenib,55,Melanoma
831,CTG-0500,Vemurafenib,86,Melanoma
832,CTG-0502,Bevacizumab,26,NSCLC
833,CTG-0502,Paclitaxel,32,NSCLC
834,CTG-0502,Paclitaxel,54,NSCLC
835,CTG-0502,Paclitaxel,119,NSCLC
836,CTG-0505,Cetuximab,-124,Head and neck
837,CTG-0505,Cetuximab,-67,Head and neck
838,CTG-0505,Cisplatin,-24,Head and neck
839,CTG-0505,Cisplatin,-22,Head and neck
840,CTG-0505,Cisplatin,24,Head and neck
841,CTG-0505,Cisplatin,78,Head and neck
842,CTG-0505,Cetuximab,85,Head and neck
843,CTG-0505,Cisplatin,85,Head and neck
844,CTG-0505,Paclitaxel,41,Head and neck
845,CTG-0566,5-Fluorouracil,13,Head and neck
846,CTG-0566,5-Fluorouracil,24,Head and neck
847,CTG-0566,Carboplatin,13,Head and neck
848,CTG-0566,Carboplatin,24,Head and neck
849,CTG-0566,Cetuximab,13,Head and neck
850,CTG-0566,Cetuximab,24,Head and neck
851,CTG-0566,Carboplatin,125,Head and neck
852,CTG-0566,Everolimus,125,Head and neck
853,CTG-0566,Bevacizumab,-51,Head and neck
854,CTG-0566,Cetuximab,-51,Head and neck
855,CTG-0566,Cetuximab,68,Head and neck
856,CTG-0566,Docetaxel,68,Head and neck
857,CTG-0566,Cetuximab,28,Head and neck
858,CTG-0566,Nab-paclitaxel,28,Head and neck
859,CTG-0566,Bevacizumab,107,Head and neck
860,CTG-0566,Bevacizumab,123,Head and neck
861,CTG-0566,Cetuximab,107,Head and neck
862,CTG-0566,Cetuximab,123,Head and neck
863,CTG-0566,Pemetrexed,107,Head and neck
864,CTG-0566,Pemetrexed,123,Head and neck
865,CTG-0566,Erlotinib,-75,Head and neck
866,CTG-0566,Gemcitabine,44,Head and neck
867,CTG-0566,Bevacizumab,75,Head and neck
868,CTG-0566,Gemcitabine,75,Head and neck
869,CTG-0566,Lapatinib,-65,Head and neck
870,CTG-0566,Pemetrexed,-65,Head and neck
871,CTG-0566,Lapatinib,-62,Head and neck
872,CTG-0566,Sunitinib,-62,Head and neck
873,CTG-0566,Pazopanib,166,Head and neck
874,CTG-0566,Trabectedin,166,Head and neck
875,CTG-0652,Irinotecan,28,Colorectal
876,CTG-0652,Oxaliplatin,28,Colorectal
877,CTG-0656,Amrubicin,34,SCLC
878,CTG-0656,Bendamustine,14,SCLC
879,CTG-0656,Bendamustine,81,SCLC
880,CTG-0656,Everolimus,59,SCLC
881,CTG-0656,Ifosfamide,60,SCLC
882,CTG-0656,Irinotecan,44,SCLC
883,CTG-0656,Itraconazole,31,SCLC
884,CTG-0656,Methotrexate,42,SCLC
885,CTG-0656,Mitomycin C,100,SCLC
886,CTG-0656,Nab-paclitaxel,30,SCLC
887,CTG-0656,Pemetrexed,22,SCLC
888,CTG-0656,Sunitinib,3,SCLC
889,CTG-0656,Temozolomide,42,SCLC
890,CTG-0656,Temsirolimus,35,SCLC
891,CTG-0656,Vorinostat,23,SCLC
892,CTG-0660,Cisplatin,52,Mesothelioma
893,CTG-0660,Pemetrexed,52,Mesothelioma
894,CTG-0660,Gemcitabine,86,Mesothelioma
895,CTG-0664,Cetuximab,23,Head and neck
896,CTG-0664,Cisplatin,37,Head and neck
897,CTG-0664,Cetuximab,24,Head and neck
898,CTG-0664,Cisplatin,24,Head and neck
899,CTG-0667,Bevacizumab,77,Glioblastoma multiforme (GBM)
900,CTG-0667,Cisplatin,-7,Glioblastoma multiforme (GBM)
901,CTG-0667,Temozolomide,131,Glioblastoma multiforme (GBM)
902,CTG-0670,Bendamustine,137,Breast
903,CTG-0670,Bevacizumab,70,Breast
904,CTG-0670,Capecitabine,115,Breast
905,CTG-0670,Docetaxel,115,Breast
906,CTG-0670,Carboplatin,126,Breast
907,CTG-0670,Carboplatin,174,Breast
908,CTG-0670,Paclitaxel,174,Breast
909,CTG-0670,Cetuximab,-6,Breast
910,CTG-0670,Cisplatin,142,Breast
911,CTG-0670,Cisplatin,157,Breast
912,CTG-0670,Cisplatin,118,Breast
913,CTG-0670,Gemcitabine,118,Breast
914,CTG-0670,Docetaxel,106,Breast
915,CTG-0670,Eribulin,126,Breast
916,CTG-0670,Docetaxel,107,Breast
917,CTG-0670,Erlotinib,107,Breast
918,CTG-0670,Lapatinib,57,Breast
919,CTG-0670,Liposomal doxorubicin,132,Breast
920,CTG-0670,Nab-paclitaxel,116,Breast
921,CTG-0670,Carboplatin,124,Breast
922,CTG-0670,Olaparib,124,Breast
923,CTG-0670,Paclitaxel,81,Breast
924,CTG-0670,Paclitaxel,120,Breast
925,CTG-0670,Bevacizumab,118,Breast
926,CTG-0670,Paclitaxel,118,Breast
927,CTG-0670,Vinorelbine,21,Breast
928,CTG-0674,Cetuximab,30,Head and neck
929,CTG-0674,Cetuximab,53,Head and neck
930,CTG-0674,Cetuximab,68,Head and neck
931,CTG-0674,Cetuximab,24,Head and neck
932,CTG-0674,Pemetrexed,24,Head and neck
933,CTG-0674,Cisplatin,2,Head and neck
934,CTG-0674,Cetuximab,56,Head and neck
935,CTG-0674,Cisplatin,56,Head and neck
936,CTG-0674,Cetuximab,33,Head and neck
937,CTG-0674,Irinotecan,33,Head and neck
938,CTG-0674,Irinotecan,63,Head and neck
939,CTG-0674,Pemetrexed,63,Head and neck
940,CTG-0674,Lapatinib,42,Head and neck
941,CTG-0674,Sunitinib,42,Head and neck
942,CTG-0674,Paclitaxel,57,Head and neck
943,CTG-0674,Temsirolimus,13,Head and neck
944,CTG-0676,Gemcitabine,100,
945,CTG-0676,Mitomycin C,81,
946,CTG-0676,Paclitaxel,53,
947,CTG-0676,Sorafenib,100,
948,CTG-0676,Nab-paclitaxel,100,
949,CTG-0676,Sunitinib,100,
950,CTG-0677,Docetaxel,124,Sarcoma
951,CTG-0677,Gemcitabine,124,Sarcoma
952,CTG-0677,Ifosfamide,196,Sarcoma
953,CTG-0677,Temsirolimus,111,Sarcoma
954,CTG-0687,Gemcitabine,32,Pancreatic
955,CTG-0687,Gemcitabine,48,Pancreatic
956,CTG-0687,Gemcitabine,63,Pancreatic
957,CTG-0688,Methotrexate,58,Colorectal
958,CTG-0701,Cetuximab,-6,Head and neck
959,CTG-0701,Cetuximab,76,Head and neck
960,CTG-0701,Cetuximab,89,Head and neck
961,CTG-0701,Cisplatin,-136,Head and neck
962,CTG-0701,Cisplatin,35,Head and neck
963,CTG-0701,Cetuximab,91,Head and neck
964,CTG-0701,Cetuximab,100,Head and neck
965,CTG-0701,Cisplatin,91,Head and neck
966,CTG-0701,Cisplatin,100,Head and neck
967,CTG-0703,Bevacizumab,96,Ovarian
968,CTG-0703,Carboplatin,91,Ovarian
969,CTG-0703,Carboplatin,101,Ovarian
970,CTG-0703,Carboplatin,102,Ovarian
971,CTG-0703,Carboplatin,105,Ovarian
972,CTG-0703,Docetaxel,105,Ovarian
973,CTG-0703,Carboplatin,73,Ovarian
974,CTG-0703,Paclitaxel,73,Ovarian
975,CTG-0703,Exemestane,86,Ovarian
976,CTG-0703,Liposomal doxorubicin,-52,Ovarian
977,CTG-0703,Liposomal doxorubicin,46,Ovarian
978,CTG-0703,Olaparib,-61,Ovarian
979,CTG-0703,Olaparib,30,Ovarian
980,CTG-0703,Olaparib,38,Ovarian
981,CTG-0703,Olaparib,39,Ovarian
982,CTG-0703,Olaparib,46,Ovarian
983,CTG-0703,Olaparib,97,Ovarian
984,CTG-0703,Sunitinib,39,Ovarian
985,CTG-0703,Tamoxifen,-8,Ovarian
986,CTG-0703,Exemestane,59,Ovarian
987,CTG-0703,Tamoxifen,59,Ovarian
988,CTG-0703,Temozolomide,-23,Ovarian
989,CTG-0708,Capecitabine,107,Breast
990,CTG-0708,Lapatinib,107,Breast
991,CTG-0708,Nab-paclitaxel,122,Breast
992,CTG-0708,Pertuzumab,55,Breast
993,CTG-0708,Trastuzumab,39,Breast
994,CTG-0708,Trastuzumab,42,Breast
995,CTG-0708,Trastuzumab emtansine,22,Breast
996,CTG-0708,Trastuzumab emtansine,24,Breast
997,CTG-0708,Trastuzumab emtansine,84,Breast
998,CTG-0711,Carboplatin,139,Ovarian
999,CTG-0711,Carboplatin,50,Ovarian
1000,CTG-0711,Carboplatin,106,Ovarian
1001,CTG-0711,Paclitaxel,50,Ovarian
1002,CTG-0711,Paclitaxel,106,Ovarian
1003,CTG-0711,Liposomal doxorubicin,87,Ovarian
1004,CTG-0711,Olaparib,-60,Ovarian
1005,CTG-0711,Olaparib,-44,Ovarian
1006,CTG-0711,Olaparib,29,Ovarian
1007,CTG-0711,Olaparib,53,Ovarian
1008,CTG-0711,Olaparib,54,Ovarian
1009,CTG-0712,Carboplatin,18,Ovarian
1010,CTG-0712,Carboplatin,90,Ovarian
1011,CTG-0712,Carboplatin,46,Ovarian
1012,CTG-0712,Carboplatin,142,Ovarian
1013,CTG-0712,Paclitaxel,46,Ovarian
1014,CTG-0712,Paclitaxel,142,Ovarian
1015,CTG-0712,Liposomal doxorubicin,74,Ovarian
1016,CTG-0712,Olaparib,23,Ovarian
1017,CTG-0712,Olaparib,47,Ovarian
1018,CTG-0717,Pertuzumab,-16,Breast
1019,CTG-0717,Trastuzumab,14,Breast
1020,CTG-0717,Trastuzumab,69,Breast
1021,CTG-0717,Trastuzumab emtansine,60,Breast
1022,CTG-0717,Trastuzumab emtansine,65,Breast
1023,CTG-0719,Cetuximab,48,Head and neck
1024,CTG-0719,Cetuximab,73,Head and neck
1025,CTG-0719,Cetuximab,151,Head and neck
1026,CTG-0719,Cisplatin,42,Head and neck
1027,CTG-0719,Cetuximab,49,Head and neck
1028,CTG-0719,Cetuximab,97,Head and neck
1029,CTG-0719,Cisplatin,49,Head and neck
1030,CTG-0719,Cisplatin,97,Head and neck
1031,CTG-0722,5-Fluorouracil,125,Colorectal
1032,CTG-0722,Bevacizumab,125,Colorectal
1033,CTG-0722,Irinotecan,125,Colorectal
1034,CTG-0722,Docetaxel,49,Colorectal
1035,CTG-0722,Docetaxel,78,Colorectal
1036,CTG-0722,Temsirolimus,78,Colorectal
1037,CTG-0723,Gemcitabine,122,Pancreatic
1038,CTG-0723,Nab-paclitaxel,122,Pancreatic
1039,CTG-0727,Paclitaxel,31,Pancreatic
1040,CTG-0743,Carboplatin,15,NSCLC
1041,CTG-0743,Carboplatin,40,NSCLC
1042,CTG-0743,Paclitaxel,15,NSCLC
1043,CTG-0743,Paclitaxel,40,NSCLC
1044,CTG-0743,Docetaxel,108,NSCLC
1045,CTG-0743,Erlotinib,59,NSCLC
1046,CTG-0743,Gemcitabine,109,NSCLC
1047,CTG-0743,Erlotinib,92,NSCLC
1048,CTG-0743,Gemcitabine,92,NSCLC
1049,CTG-0743,Paclitaxel,70,NSCLC
1050,CTG-0743,Pembrolizumab,-45,NSCLC
1051,CTG-0743,Pembrolizumab,-5,NSCLC
1052,CTG-0743,Pembrolizumab,67,NSCLC
1053,CTG-0743,Pembrolizumab,80,NSCLC
1054,CTG-0743,Docetaxel,118,NSCLC
1055,CTG-0743,Temsirolimus,118,NSCLC
1056,CTG-0755,Regorafenib,98,Hepatocellular carcinoma
1057,CTG-0755,Regorafenib,99,Hepatocellular carcinoma
1058,CTG-0755,Regorafenib,132,Hepatocellular carcinoma
1059,CTG-0755,Sorafenib,79,Hepatocellular carcinoma
1060,CTG-0755,Sorafenib,88,Hepatocellular carcinoma
1061,CTG-0755,Sorafenib,92,Hepatocellular carcinoma
1062,CTG-0759,5-Fluorouracil,-9,Colorectal
1063,CTG-0759,Irinotecan,12,Colorectal
1064,CTG-0759,Oxaliplatin,-48,Colorectal
1065,CTG-0765,Carboplatin,66,NSCLC
1066,CTG-0765,Carboplatin,74,NSCLC
1067,CTG-0765,Carboplatin,83,NSCLC
1068,CTG-0765,Paclitaxel,66,NSCLC
1069,CTG-0765,Paclitaxel,74,NSCLC
1070,CTG-0765,Paclitaxel,83,NSCLC
1071,CTG-0765,Cisplatin,116,NSCLC
1072,CTG-0765,Erlotinib,40,NSCLC
1073,CTG-0765,Erlotinib,82,NSCLC
1074,CTG-0765,Paclitaxel,61,NSCLC
1075,CTG-0768,5-Fluorouracil,83,Colorectal
1076,CTG-0768,5-Fluorouracil,96,Colorectal
1077,CTG-0768,Bevacizumab,83,Colorectal
1078,CTG-0768,Bevacizumab,96,Colorectal
1079,CTG-0768,5-Fluorouracil,80,Colorectal
1080,CTG-0768,Oxaliplatin,80,Colorectal
1081,CTG-0768,Aflibercept,85,Colorectal
1082,CTG-0768,Docetaxel,63,Colorectal
1083,CTG-0768,Gemcitabine,27,Colorectal
1084,CTG-0768,Nab-paclitaxel,119,Colorectal
1085,CTG-0768,Docetaxel,120,Colorectal
1086,CTG-0768,Temsirolimus,120,Colorectal
1087,CTG-0771,Doxorubicin,44,Sarcoma
1088,CTG-0771,Eribulin,128,Sarcoma
1089,CTG-0771,Docetaxel,90,Sarcoma
1090,CTG-0771,Gemcitabine,90,Sarcoma
1091,CTG-0771,Ifosfamide,95,Sarcoma
1092,CTG-0771,Paclitaxel,96,Sarcoma
1093,CTG-0772,Gemcitabine,6,Colorectal
1094,CTG-0772,Irinotecan,8,Colorectal
1095,CTG-0772,Oxaliplatin,8,Colorectal
1096,CTG-0775,5-Fluorouracil,100,Gastric
1097,CTG-0775,Cisplatin,100,Gastric
1098,CTG-0775,Docetaxel,100,Gastric
1099,CTG-0775,Carboplatin,100,Gastric
1100,CTG-0775,Gemcitabine,100,Gastric
1101,CTG-0775,Irinotecan,96,Gastric
1102,CTG-0775,Mitomycin C,53,Gastric
1103,CTG-0775,Nab-paclitaxel,92,Gastric
1104,CTG-0775,Sunitinib,92,Gastric
1105,CTG-0776,Cetuximab,27,Head and neck
1106,CTG-0776,Cetuximab,56,Head and neck
1107,CTG-0776,Cetuximab,86,Head and neck
1108,CTG-0776,Cisplatin,78,Head and neck
1109,CTG-0776,Cetuximab,110,Head and neck
1110,CTG-0776,Cisplatin,110,Head and neck
1111,CTG-0780,Erlotinib,51,Pancreatic
1112,CTG-0780,Everolimus,90,Pancreatic
1113,CTG-0780,Sunitinib,90,Pancreatic
1114,CTG-0780,Gemcitabine,73,Pancreatic
1115,CTG-0780,Gemcitabine,114,Pancreatic
1116,CTG-0780,Gemcitabine,124,Pancreatic
1117,CTG-0780,Nab-paclitaxel,124,Pancreatic
1118,CTG-0780,Irinotecan,100,Pancreatic
